,name,address,kurtosis_oxygen,occupation,pregnant,education-num,skewness_glucose,mean_glucose,std_oxygen,capital-gain,skewness_oxygen,kurtosis_glucose,personal_info,fnlwgt,class,std_glucose,income,mean_oxygen,hours-per-week,capital-loss,workclass
799,Alfredo Lunn,"197 Bryant Mountain
Middletonside, AR 98497",4.2319654710000005, Exec-managerial,f,13.0,6.507033765,67.7109375,42.3903342,0.0,17.19117815,1.825590122,"White|United-States
Bachelors -- Married-civ-spouse|Husband",173628.0,1.0,36.2672701, >50K,10.48578595,40.0,0.0, Private
800,Timothy Armand,"335 Willie Squares Suite 424
Ericfurt, MN 26302",0.94238102, Prof-specialty,f,10.0,3.6560403860000004,75.6796875,82.02374147,0.0,-0.561960661,1.6635769580000002,"White|United-States
Some-college -- Never-married|Not-in-family",467108.0,1.0,44.5385952, >50K,64.81354515,50.0,0.0, Private
801,Howard Benally,"060 Harris Overpass
Port Justinborough, IL 78870",10.80246369, ?,f,9.0,-0.151936059,154.1875,20.50057589,0.0,116.45420290000001,-0.609318472,"Black|United-States
HS-grad -- Never-married|Own-child",182609.0,0.0,58.63029694, <=50K,2.069397993,25.0,0.0, ?
802,Charles Guedjian,"411 Harvey Land
Port Johnny, WA 75021",9.800070713, Transport-moving,f,10.0,0.801229168,100.125,18.75663488,0.0,99.58886123,0.295887047,"White|United-States
Some-college -- Married-civ-spouse|Husband",281437.0,0.0,41.66120798, <=50K,2.074414716,55.0,0.0, Private
803,Markus Simonton,"97553 Nunez Ford
Andersonville, KS 60178",16.35905825, Handlers_cleaners,FALSE,9.0,-0.546208648,123.0859375,10.84634025,0.0,319.4215486,0.014074679,"White|United-States
HS-grad -- Divorced|Not-in-family",151294.0,0.0,56.97587584, <=50K,0.9732441470000001,48.0,0.0, Private
804,Gregory Respress,"185 Smith Pines Apt. 767
Johnborough, DE 26144",8.144659508, Craft-repair,f,4.0,-0.41705790200000004,125.734375,18.9630456,0.0,74.963429,-0.09195560900000001,"White|United-States
7th-8th -- Married-civ-spouse|Husband",55176.0,0.0,53.44718251, <=50K,2.913879599,40.0,0.0, Private
805,Thomas Kloepper,"130 Williams Ports Apt. 865
Port Taylormouth, UT 16604",9.557973509, Farming_fishing,f,5.0,0.011766452,119.9921875,14.80638099,0.0,120.85522079999998,0.025813079,"White|United-States
9th -- Never-married|Unmarried",386019.0,0.0,45.56391392, <=50K,2.551839465,70.0,0.0, Private
806,Jose Marzinske,"310 Bennett Meadow
Lake Ralphbury, MD 73173",4.646499866, Sales,f,13.0,3.974569639,78.265625,34.89387035,0.0,22.48076807,1.573735534,"White|United-States
Bachelors -- Divorced|Unmarried",201924.0,1.0,42.30848105, <=50K,8.524247492,35.0,0.0, Private
807,Thomas Whish,"USS Obrien
FPO AE 57226",5.052628366, Adm-clerical,f,10.0,1.043177635,87.265625,29.44629132,0.0,26.0752966,0.480117079,"White|United-States
Some-college -- Widowed|Not-in-family",169133.0,0.0,41.59448663, <=50K,6.164715719,30.0,0.0, Local-gov
808,Billy Brown,"424 Robyn Stravenue Suite 406
South David, GA 95890",8.636292772000001, Handlers-cleaners,F,10.0,0.41449973100000004,128.65625,14.86854533,0.0,100.0905434,-0.133380939,"White|United-States
Some-college -- Divorced|Not-in-family",388672.0,0.0,4710.7164649999995, <=50K,2.655518395,16.0,0.0, Private
809,Craig Mcswain,"USS Griffin
FPO AA 37351",5.606382752999999, Tech-support,FALSE,14.0,0.206969978,105.3125,26.72788561,0.0,33.10572767,0.324692782,"White|United-States
Masters -- Separated|Not-in-family",186420.0,0.0,44.39730953, <=50K,5.209866221,25.0,0.0, Self-emp-not-inc
810,Joshua Michael,"471 Robert Mill
Lake Sarahshire, SD 27092",13.08857363, Handlers-cleaners,f,9.0,0.109156135,121.5625,12.51889778,0.0,204.896902,0.077626063,"White|United-States
HS-grad -- Married-civ-spouse|Husband",110442.0,0.0,48.17493351, <=50K,1.4155518390000001,45.0,0.0, Private
811,Calvin Cobian,"17350 Shannon Station
New Kenneth, AR 98016",7.275165332, ?,f,6.0,-0.180390109,113.4296875,23.177513,0.0,57.3009922,0.322831742,"White|United-States
10th -- Never-married|Own-child",152641.0,0.0,50.69095759, <=50K,3.7909699,40.0,0.0, ?
812,Timothy Lowery,"USS Zimmerman
FPO AA 04058",13.90822152, ?,FALSE,9.0,0.040545712000000005,120.0546875,15.09155205,0.0,202.56090509999999,0.051263399,"White|United-States
HS-grad -- Married-civ-spouse|Husband",117017.0,0.0,49.05024665, <=50K,1.216555184,8.0,0.0, ?
813,Eric Thompson,"PSC 0561, Box 6914
APO AE 87087",2.405720339, Other-service,f,,0.135073354,146.3828125,62.75567193,0.0,4.162780067,,,29778.0,0.0,45.09609897, <=50K,23.94314381,37.0,, Private
814,Jeffrey Jonas,"88782 Mccann Plain
South Janice, NC 49066",8.427850384, Exec-managerial,FALSE,13.0,0.22075896399999997,121.0234375,14.28771907,0.0,100.9300203,0.311997839,"White|United-States
Bachelors -- Married-civ-spouse|Husband",283037.0,0.0,45.94807954, <=50K,2.526755853,40.0,0.0, Federal-gov
815,Cody Booe,"6692 Herrera Island
Bowenview, RI 20415",7.129415644, Craft-repair,f,9.0,-0.696603865,,21.01304329,0.0,55.74685599,0.078402922,"White|United-States
HS-grad -- Married-civ-spouse|Husband",173754.0,0.0,62.85241221, <=50K,3.35367893,40.0,0.0, Private
816,Bryan Burns,"4804 Holmes Circle
Lake Justin, WI 77723",9.389613296, Prof-specialty,f,9.0,4.435121802,69.2109375,20.20025961,0.0,91.75081705,1.093096134,"White|United-States
HS-grad -- Never-married|Not-in-family",320294.0,1.0,35.25723604, <=50K,2.3453177259999998,40.0,0.0, Federal-gov
817,Wilbur Lee,"3747 Pierce Ways
East John, WI 05794",4.223892139, Prof-specialty,f,15.0,17.58977833,55.671875,43.53292636,0.0,17.13286417,2.9612584010000003,"White|United-States
Prof-school -- Never-married|Not-in-family",65324.0,1.0,28.60482624, >50K,10.89715719,55.0,0.0, Federal-gov
818,Kevin Brown,"4677 Contreras Shoals Apt. 621
Lake Richard, MD 86034",8.826905692, Adm-clerical,f,10.0,-0.098337696,114.421875,14.629269099999998,0.0,102.7848295,0.084368555,"Black|United-States
Some-college -- Widowed|Unmarried",204640.0,0.0,49.41353075, <=50K,2.397993311,40.0,0.0, Private
819,Michael Bloomfield,"5389 Dana Circle
Judymouth, LA 91062",10.74133335, Sales,f,11.0,-0.470399941,125.9296875,,0.0,158.7933521,0.303333555,"White|United-States
Assoc-voc -- Married-civ-spouse|Husband",57758.0,0.0,57.79802976, >50K,1.928929766,60.0,0.0, Self-emp-not-inc
820,Harold Romanelli,"1808 Chelsea Crossroad
North Rachel, ME 94004",8.019900861, Exec-managerial,f,15.0,0.840849603,114.0078125,22.49527541,27828.0,67.81135397,-0.17845139,"White|United-States
Prof-school -- Never-married|Not-in-family",184456.0,0.0,40.89515866, >50K,3.096989967,50.0,0.0, Private
821,Michael Mitchell,"333 Gamble Junction Apt. 539
East Brittany, KY 66696",-0.492878873, Prof-specialty,f,10.0,0.903646233,146.9765625,93.60167855,0.0,-1.398662801,-1.009177762,"White|United-States
Some-college -- Married-civ-spouse|Husband",289909.0,0.0,-5060.176393, <=50K,140.9707358,40.0,0.0, State-gov
822,Brandon Quattlebaum,"0183 Scott Square
North Randallland, OR 29655",2.550215406, Prof-specialty,F,15.0,16.55758793,47.4140625,50.98031878,0.0,6.050767157999999,3.2407000339999996,"White|United-States
Prof-school -- Widowed|Not-in-family",123325.0,1.0,31.60016993, <=50K,21.86287625,40.0,0.0, Local-gov
823,John Preece,"Unit 6926 Box 2994
DPO AA 81466",5.8767448920000005, Exec-managerial,f,13.0,-0.470101751,133.890625,29.69354691,0.0,34.23117978,0.12265844099999999,"Black|United-States
Bachelors -- Married-civ-spouse|Husband",421446.0,0.0,53.68284095, >50K,5.2483277589999995,50.0,0.0, Local-gov
824,Harold November,"92985 Matthew Rapids
Port Tammy, GA 42640",7.880256086, Tech-support,f,10.0,0.902590525,104.4921875,20.81936227,0.0,70.13439854,0.29082448,"White|United-States
Some-college -- Married-civ-spouse|Husband",228320.0,0.0,40.07492906, >50K,3.461538462,50.0,0.0, Private
825,Gregory Shreve,"391 Melissa Fords
Lake Stephen, WV 32584",10.93311907, Prof-specialty,f,15.0,0.8608936290000001,122.6484375,18.48557672,0.0,124.12511140000001,0.047018495,"White|United-States
Prof-school -- Married-civ-spouse|Husband",307468.0,0.0,38.51675566, >50K,1.8193979930000002,29.0,0.0, Private
826,Adam Chipman,"15596 Linda Pine
Lake Kayla, MI 50632",7.596303625, Other-service,f,4.0,0.88210259,,22.12725522,0.0,59.98604912,0.308951068,"White|?
7th-8th -- Married-civ-spouse|Husband",192779.0,0.0,46.4181461, <=50K,3.18729097,40.0,0.0, Private
827,Elvin Troutman,"6647 Ball Ford
Duffyside, NC 87161",-1.283502152, Craft-repair,f,13.0,7.695856564,60.4140625,75.10933413,15024.0,0.48247398799999996,2.735270575,"White|United-States
Bachelors -- Married-civ-spouse|Husband",148995.0,1.0,43.64944289, >50K,178.7006689,40.0,0.0, Private
828,Joseph Goodwin,"2473 Hawkins Mall Apt. 802
Maciaschester, ME 22440",13.08523408, Craft-repair,f,9.0,0.144185739,,11.63864102,0.0,223.4211301,0.076327609,"White|United-States
HS-grad -- Married-civ-spouse|Husband",115613.0,0.0,44.28956275, >50K,1.394648829,50.0,0.0, Private
829,Jeremy Helfrich,"0611 Jones Cliffs
Port Kevin, AR 87203",14.93401439, Sales,f,10.0,0.457442222,103.9453125,10.75836907,0.0,289.5497141,0.145095654,"White|United-States
Some-college -- Divorced|Not-in-family",145664.0,0.0,45.70187164, <=50K,1.198160535,48.0,0.0, Private
830,Marvin Vail,"97673 Janice Drives
Cunninghammouth, MO 76594",5.204544814, Adm_clerical,f,9.0,-0.306096311,116.7890625,34.13694602,0.0,26.77273916,0.271152797,"White|United-States
HS-grad -- Never-married|Own-child",174645.0,0.0,50.24808024, <=50K,6.8553511710000015,40.0,0.0, Private
831,Ryan Huffman,"839 Cunningham Squares
Jordanmouth, GA 40237",11.13995561, Sales,t,10.0,-0.145024328,130.2578125,14.17868282,0.0,150.87613069999998,0.101426482,"White|United-States
Some-college -- Never-married|Own-child",167787.0,0.0,49.04036062, <=50K,1.810200669,20.0,0.0, Private
832,John Pepper,"556 Erin Lakes
Port Robertton, SC 88815",10.28287122, ?,f,11.0,-0.049637851,100.765625,15.04068449,0.0,125.9252273,0.218416346,"White|United-States
Assoc-voc -- Never-married|Own-child",179973.0,0.0,47.69376341, <=50K,2.0434782609999997,40.0,0.0, ?
833,Joseph Lima,"PSC 1205, Box 6684
APO AA 88316",15.49660263, Sales,f,9.0,0.058438107,,11.74464122,6849.0,265.6117291,0.19262535600000005,"Amer-Indian-Eskimo|United-States
HS-grad -- Never-married|Own-child",194897.0,0.0,45.97937014, <=50K,0.871237458,40.0,0.0, Private
834,Michael Gibbs,"16431 Nelson Estate
East Samanthaberg, MN 68709",6.5456884120000005, Exec_managerial,f,10.0,-0.339915064,128.5859375,19.30369949,0.0,51.04692162,0.009635226,"White|United-States
Some-college -- Married-civ-spouse|Husband",132601.0,0.0,5586.906110999998, <=50K,3.7316053510000002,45.0,0.0, Private
835,Julian Patrick,"5005 Guerrero Street
West Christopherstad, AL 10549",6.88637918, Sales,f,9.0,0.29761038100000003,122.6796875,23.12458548,2597.0,51.82665545,-0.016612078,"White|United-States
HS-grad -- Never-married|Own-child",240817.0,0.0,46.69480927, <=50K,3.985785953,40.0,0.0, Private
836,Curtis Bunker,"1031 Samantha Extension
South Laura, OK 29763",9.54523885, Exec-managerial,f,14.0,0.148322174,130.6328125,15.22012747,0.0,116.6140273,-0.008339935,"White|United-States
Masters -- Married-civ-spouse|Husband",188950.0,0.0,43.57354973, >50K,2.367892977,50.0,0.0, Private
837,Paul Gallagher,"903 Matthew Trafficway
Josephport, AZ 97422",4.799010727, Prof-specialty,f,16.0,0.151729904,,31.70701566,0.0,22.96452615,0.21149268699999998,"White|United-States
Doctorate -- Married-civ-spouse|Husband",196504.0,0.0,49.485438200000004, <=50K,7.084448161,23.0,0.0, Self-emp-not-inc
838,John Pierce,"2009 Garza Roads
Samuelburgh, IN 64482",9.395335607, ?,f,3.0,0.17970906899999994,89.796875,15.80256718,0.0,106.1949271,0.583913914,"White|United-States
5th-6th -- Married-civ-spouse|Husband",34122.0,0.0,50.54227182, <=50K,2.415551839,40.0,0.0, ?
839,Ronald Hacker,"8486 Kyle Fork Apt. 669
North Jonathanfort, MD 03991",2.597243105, Craft-repair,f,5.0,7.762577084,65.6484375,61.49252148,0.0,5.004489646000001,2.497251543,"White|United-States
9th -- Separated|Not-in-family",203039.0,0.0,41.74711626, <=50K,21.5083612,40.0,0.0, Self-emp-not-inc
840,Clinton Luke,"117 Sarah Meadows Suite 409
New Paul, AL 85354",11.02281, Other-service,f,9.0,0.503611011,125.3125,18.13878949,2597.0,132.7205876,0.32511228600000003,"White|United-States
HS-grad -- Divorced|Not-in-family",164229.0,0.0,4085.4113549999997, <=50K,1.9857859530000002,40.0,0.0, Private
841,Bob Neal,"98673 Garcia Shores
Kirkbury, IL 33059",0.9166193859999999, Adm-clerical,f,10.0,27.21067157,36.234375,77.08176398,0.0,-0.267020019,4.772927847,"White|United-States
Some-college -- Widowed|Not-in-family",304791.0,1.0,30.64195561, <=50K,78.57859532,40.0,0.0, Private
842,Edward Cobb,"893 Arnold Island Suite 666
Lake Kyle, OR 42043",10.84647063, Prof-specialty,f,9.0,-0.622847561,119.796875,15.22407522,0.0,146.47844640000002,0.191088338,"White|Columbia
HS-grad -- Married-civ-spouse|Husband",229946.0,0.0,61.04498333, <=50K,2.1086956519999998,40.0,0.0, Self-emp-not-inc
843,Merlin Yokoyama,"094 Miller Stravenue
Jacobfort, RI 02490",8.388128429, Tech-support,f,10.0,0.440661521,108.8046875,20.67954471,0.0,79.81336968,0.341230484,"Amer-Indian-Eskimo|United-States
Some-college -- Divorced|Not-in-family",163199.0,0.0,44.8469722, <=50K,3.255852843,40.0,0.0, Private
844,Thomas Garrison,"57121 Michelle Village
Copelandfort, MO 93841",2.8503346030000003, Prof-specialty,f,16.0,-0.024402231,??,42.67887486,25236.0,7.485031074,-0.19492759899999998,"White|United-States
Doctorate -- Divorced|Unmarried",295566.0,0.0,45.97331658, >50K,15.12374582,65.0,0.0, Private
845,Carl Ponce,"USNS Bowers
FPO AE 78965",9.808201032000001, Protective-serv,f,13.0,0.543797076,127.96875,13.29534009,0.0,134.3981087,0.060791305,"Black|United-States
Bachelors -- Never-married|Not-in-family",255454.0,0.0,46.42651073, <=50K,2.195652174,40.0,0.0, Local-gov
846,Thomas Grabe,"47093 Loretta Islands Apt. 867
West Timothyfort, OH 61520",5.705468142000001, Prof-specialty,f,13.0,-0.136844115,114.5390625,26.47978398,0.0,37.41152676,0.208168931,"White|United-States
Bachelors -- Married-civ-spouse|Husband",463072.0,0.0,51.28061621, >50K,5.801839465,60.0,0.0, Private
847,Paul Le,"420 Campbell Camp Suite 101
Pateltown, HI 08093",5.513204808999999, Prof-specialty,f,14.0,-0.13363316,123.828125,29.42168953,0.0,30.1618374,0.053054117000000005,"White|United-States
Masters -- Never-married|Not-in-family",255191.0,0.0,52.08648298, <=50K,5.47826087,40.0,1408.0, Federal-gov
848,Larry Nichols,"1639 Kyle Dale
Lake Carlosstad, CA 28509",5.118543829, Protective-serv,F,10.0,-0.304359832,119.71875,24.78743623,7688.0,27.90253372,-0.02552272,"White|United-States
Some-college -- Married-civ-spouse|Husband",188303.0,0.0,54.54584332, >50K,5.2792642139999995,40.0,0.0, State-gov
849,Morgan Padilla,"09934 Lance Corner
Veronicaport, IN 24910",6.6598921, Handlers-cleaners,f,10.0,0.026489329,112.3046875,23.85044317,0.0,50.51080126,0.25343271,"White|United-States
Some-college -- Married-civ-spouse|Husband",258102.0,0.0,-4890.3853149999995, <=50K,5.002508361,50.0,0.0, Private
850,Kyle Small,"297 Cheryl Burgs Suite 621
Port Barry, WV 21395",7.201465495, Adm-clerical,f,9.0,0.26993137100000003,,19.18334597,0.0,62.03406397,0.538338094,"White|United-States
HS-grad -- Divorced|Not-in-family",124604.0,0.0,51.31260467, <=50K,3.629598662,32.0,0.0, Private
851,Leonard Simpkins,"31895 Hicks Street Apt. 447
Port Mary, MD 33303",5.413000022, Prof-specialty,f,13.0,12.41576581,57.15625,28.87019398,0.0,31.27126452,3.016280138,"White|United-States
Bachelors -- Never-married|Not-in-family",203642.0,1.0,37.19468155, >50K,6.22993311,40.0,0.0, Private
852,John Combs,"9765 Stevens Street Suite 685
Melissaville, AL 32789",8.244358995, Exec-managerial,f,13.0,-0.124039831,126.3359375,19.09002752,0.0,77.35117394,0.12402955800000001,"Black|United-States
Bachelors -- Married-civ-spouse|Husband",196328.0,0.0,51.58219735, <=50K,3.1438127089999996,40.0,0.0, Private
853,Kristopher Catrone,"598 Mary Prairie
Danahaven, MT 34410",2.020024126, Transport-moving,f,10.0,31.87704369,23.734375,57.900560899999995,7298.0,3.614699199,5.485040455,"White|United-States
Some-college -- Married-civ-spouse|Husband",122076.0,1.0,31.60658663, >50K,32.78177258,43.0,0.0, Private
854,James Granstrom,"04565 Steven Drive
East Connieport, OK 94277",13.46829733, Craft-repair,f,10.0,1.70657396,86.4921875,11.21431663,0.0,247.0261125,0.569128537,"White|United-States
Some-college -- Divorced|Unmarried",358585.0,0.0,38.88183141, >50K,1.4715719059999999,40.0,0.0, Private
855,John Patten,"867 Jones Knoll
Smithburgh, LA 99349",9.068227731, Sales,f,13.0,-0.252598896,121.34375,15.39962161,7688.0,100.6632973,0.20785954,"White|United-States
Bachelors -- Married-civ-spouse|Husband",238342.0,0.0,54.43996658, >50K,2.322742475,42.0,0.0, Federal-gov
856,Thomas Minjarez,"18776 Collins Crest Suite 166
East Spencerfurt, AL 76418",14.22975708, Craft-repair,f,9.0,2.1527279530000003,80.078125,10.80698553,0.0,276.42596480000003,0.768374998,"White|United-States
HS-grad -- Married-civ-spouse|Husband",160972.0,0.0,38.43980875, <=50K,1.361204013,50.0,0.0, Private
857,Kenneth Elizondo,"07649 Gregory Falls Apt. 321
North Charlesside, DE 10436",4.918294474, Craft-repair,f,9.0,-0.537009639,119.5,27.48971284,0.0,25.92224991,0.24918911100000002,"Asian-Pac-Islander|United-States
HS-grad -- Married-civ-spouse|Husband",86837.0,0.0,-5414.0875270000015, >50K,6.701505017000001,40.0,1902.0, Private
858,Scott Dees,"871 Martinez Mountains Suite 563
East Laurie, UT 96893",9.766991951, Protective-serv,f,13.0,-0.397320774,106.8359375,12.81867733,0.0,143.23279119999995,0.023822116,"White|United-States
Bachelors -- Married-civ-spouse|Husband",199688.0,0.0,53.78905229, >50K,2.370401338,40.0,0.0, Local-gov
859,Rodney Thrasher,"74032 Tricia Rapid
Turnertown, WV 43335",9.232483874, Machine-op-inspct,f,7.0,-0.46984662299999996,138.65625,14.691501500000001,0.0,110.457895,-0.028714199,"White|Puerto-Rico
11th -- Married-civ-spouse|Husband",176724.0,0.0,55.9031581, <=50K,2.509197324,40.0,0.0, Private
860,Benito Mcgraw,"611 Theodore Ford
Yangmouth, AZ 29695",8.558440656, Sales,f,13.0,0.18495481600000002,126.328125,18.34554885,0.0,80.16710163,0.043131957,"White|United-States
Bachelors -- Married-civ-spouse|Husband",103435.0,0.0,44.01102656, >50K,2.398829431,50.0,0.0, Private
861,William Marsh,"3037 Autumn Key
Ryanport, DE 87378",6.377344549, Craft-repair,FALSE,9.0,0.14977970699999998,88.484375,26.23006455,0.0,42.57451158,0.529679555,"White|United-States
HS-grad -- Married-civ-spouse|Husband",87054.0,0.0,47.62302889, <=50K,4.7826086960000005,50.0,0.0, Private
862,James Mckibben,"USNS Daniels
FPO AP 71430",5.738389092999999, ?,t,6.0,1.4034024109999998,97.609375,29.99194237,0.0,33.66772366,0.305397281,"White|United-States
10th -- Never-married|Own-child",86786.0,0.0,39.6009853, <=50K,5.6329431439999995,40.0,0.0, ?
863,Carl Dunn,"453 Clayton Harbor Suite 489
Port Melissa, ID 90578",15.08538882,,f,13.0,-0.334781759,116.0078125,,0.0,,0.37166988799999995,"White|United-States
Bachelors -- Married-civ-spouse|Husband",219546.0,0.0,54.41514267, >50K,,40.0,0.0,
864,Paul Rank,"211 Miller Tunnel Suite 016
Oliviaville, WI 01047",8.132644895, Adm-clerical,f,10.0,-0.306437434,117.8671875,16.66601973,0.0,80.45421908,0.267854224,"White|United-States
Some-college -- Never-married|Own-child",303121.0,0.0,56.24866264, <=50K,2.697324415,30.0,0.0, Private
865,Ralph Manning,"Unit 2892 Box 4013
DPO AA 21681",4.899519161000001, Exec-managerial,f,13.0,0.925969389,114.015625,22.255513399999998,0.0,28.69415997,0.25986355699999997,"White|United-States
Bachelors -- Never-married|Own-child",194197.0,0.0,39.53834855, <=50K,5.665551839,40.0,0.0, Private
866,Dan Nguyen,"835 Richardson Lodge
West Tammyhaven, WV 57250",1.876727108, Machine-op-inspct,f,9.0,-0.9478376009999999,101.015625,65.28368753,3411.0,1.875444743,0.272253133,"White|Guatemala
HS-grad -- Married-civ-spouse|Husband",171228.0,0.0,61.79755057, <=50K,30.31939799,35.0,0.0, Private
867,Steven Athearn,"2876 Lisa Flats Suite 778
North Jasonview, VT 30758",13.20137628, Prof-specialty,F,13.0,0.469743025,121.46875,11.2620427,0.0,239.4209475,0.219723202,"White|United-States
Bachelors -- Married-civ-spouse|Wife",259803.0,0.0,44.34645869, >50K,1.5025083609999998,45.0,0.0, Local-gov
868,Matthew Collins,"0366 Kerr Forks Suite 833
Kimberlyfurt, IA 98930",20.08392334, Exec-managerial,f,13.0,0.193419688,101.3203125,9.329940942,0.0,489.8698648,0.059429326,"White|United-States
Bachelors -- Married-civ-spouse|Husband",204501.0,0.0,-4956.686355, >50K,0.7416387959999999,55.0,0.0, Private
869,James Robison,"0977 Barry Coves
Jessicaview, PA 23522",2.845032052, Craft-repair,f,9.0,4.937735773,82.0078125,53.06667233,5013.0,7.349543447,1.754955925,"White|United-States
HS-grad -- Married-civ-spouse|Husband",189123.0,1.0,38.35392257, <=50K,19.77006689,50.0,0.0, Self-emp-not-inc
870,Paul Hulse,"9874 Sanchez Corner
Port Javierbury, CA 90755",6.5200773760000015, Transport-moving,f,9.0,-0.24657216699999998,129.8515625,26.03083981,14344.0,45.8464105,-0.083269388,"White|United-States
HS-grad -- Never-married|Not-in-family",108945.0,0.0,51.11737257, >50K,4.8678929769999995,40.0,0.0, State-gov
871,Rene Jones,"4085 Theresa Mews Apt. 480
Pierceshire, MS 48642",-1.0192634520000001, Machine-op-inspct,f,10.0,35.28723836,8.2265625,62.91485857,2580.0,0.17696067399999998,5.896484312999999,"White|United-States
Some-college -- Married-civ-spouse|Husband",367533.0,1.0,3255.79327, <=50K,184.5259197,40.0,0.0, Private
872,Craig Stallard,"4195 Alvarado Ville
North Alexander, TN 87174",8.303035615, Other-service,f,14.0,3.038750015,90.0703125,17.28687362,0.0,82.62758841,1.409969609,"White|United-States
Masters -- Never-married|Not-in-family",180733.0,1.0,46.31316356, <=50K,3.030936455,20.0,0.0, Private
873,Michael Baker,"5269 Barnes Mission Suite 019
East Johnberg, AR 83426",3.266210385, Exec-managerial,f,10.0,1.43310841,119.5,42.76840447,0.0,9.76710015,0.782728394,"Black|United-States
Some-college -- Divorced|Not-in-family",117627.0,0.0,40.45715326, <=50K,13.20819398,40.0,0.0, Private
874,Arthur Stallcup,"9384 Margaret Springs Apt. 915
Tammyfurt, ND 44467",-0.733570759, Prof_specialty,f,15.0,-0.179348283,107.21875,86.56406651,0.0,-1.100963332,0.5055521070000001,"White|United-States
Prof-school -- Never-married|Not-in-family",36440.0,0.0,49.79346994, >50K,141.9122074,65.0,0.0, Private
875,William Hope,"Unit 1906 Box 9918
DPO AA 04281",9.199513421, Handlers-cleaners,FALSE,,0.20994169199999999,111.1953125,,,,0.43431877700000004,,194189.0,1.0,44.15297601, <=50K,2.652173913,40.0,0.0,
876,Santo Haas,"9821 Hansen Expressway
Barnestown, WI 86880",8.369333187999999, Sales,f,13.0,-0.227108413,122.4296875,16.74234564,0.0,86.05560055,0.32041583100000004,"White|United-States
Bachelors -- Married-civ-spouse|Husband",229732.0,0.0,53.11451126, <=50K,2.772575251,45.0,0.0, Private
877,Herbert Morman,"USCGC Harrison
FPO AP 72101",9.210403985, Prof-specialty,f,13.0,0.164391323,100.4296875,17.64660819,0.0,99.39401087,0.39797487,"White|United-States
Bachelors -- Married-civ-spouse|Husband",209768.0,0.0,46.22764385, >50K,2.605351171,40.0,0.0, Private
878,David Sandage,"PSC 8874, Box 3491
APO AP 75565",1.6550193080000002, Machine-op-inspct,f,10.0,37.41266332,19.234375,65.37148221,0.0,1.8527706069999998,5.933759368,"White|United-States
Some-college -- Married-civ-spouse|Husband",229826.0,1.0,30.55514594, <=50K,41.64715719,20.0,0.0, Private
879,Connie Sykes,"PSC 7190, Box 7227
APO AP 93174",0.072755232, Prof-specialty,f,16.0,0.147755616,147.1015625,110.64221059999998,0.0,-1.976975603,-0.797783316,"Asian-Pac-Islander|Hong
Doctorate -- Married-civ-spouse|Husband",119628.0,0.0,50.32470191, <=50K,107.46739129999999,50.0,0.0, State-gov
880,Francis Siebert,"982 Douglas Lights
Stewartfort, WY 59574",10.79623543, Farming-fishing,FALSE,9.0,-0.185835053,139.5,15.16234271,0.0,129.98213940000002,-0.109619083,"White|United-States
HS-grad -- Married-civ-spouse|Husband",267661.0,0.0,50.12063572, <=50K,1.617892977,70.0,0.0, Self-emp-not-inc
881,Christopher Waldron,"93685 Samantha Ports Suite 113
Lake Josemouth, AL 19819",7.9552095320000005, Farming-fishing,f,9.0,1.3556516,102.796875,19.87410184,0.0,67.64902246,0.382097319,"White|?
HS-grad -- Never-married|Unmarried",204338.0,1.0,3753.4642200000003, <=50K,2.706521739,30.0,0.0, Private
882,Cameron Gonzales,"01792 Nolan Circles Suite 128
Aaronmouth, ND 12226",12.00236959, Farming_fishing,f,13.0,0.34539082200000004,,14.67556328,0.0,165.87212309999995,0.003499885,"White|United-States
Bachelors -- Married-civ-spouse|Husband",69333.0,0.0,46.54303219, <=50K,1.570234114,40.0,0.0, Private
883,Richard Branscum,"8140 Nguyen Village
Russellhaven, AK 75964",2.556585025, Exec-managerial,f,13.0,9.926355911,67.8046875,59.16786129,3325.0,5.325152029,2.319887103,"White|United-States
Bachelors -- Divorced|Not-in-family",51100.0,1.0,32.19546227, <=50K,23.81856187,40.0,0.0, Private
884,Tony Brown,"9812 Buchanan Via
North Garymouth, AZ 60727",9.5392993, Prof-specialty,f,13.0,-0.002355085,115.546875,15.38310075,0.0,109.9498952,0.14080605,"White|United-States
Bachelors -- Divorced|Not-in-family",199925.0,0.0,47.3045088, <=50K,2.12541806,40.0,0.0, Federal-gov
885,Timothy Lerma,"5730 Jose Parkways
North Johnfurt, HI 45473",5.413840112000001, Handlers-cleaners,FALSE,12.0,2.4732709109999997,??,34.66421753,0.0,29.12908212,1.195781848,"White|United-States
Assoc-acdm -- Married-civ-spouse|Husband",170099.0,1.0,43.58268159, <=50K,6.727424749,40.0,0.0, Local-gov
886,Edgar Nix,"93275 Jensen Vista Apt. 623
Port Brandon, NM 32803",13.90309365, Exec-managerial,f,15.0,0.5532780620000001,102.2265625,10.82502748,0.0,270.9024696000001,0.561885505,"White|United-States
Prof-school -- Married-civ-spouse|Husband",179951.0,0.0,44.21860024, <=50K,1.456521739,40.0,0.0, Self-emp-inc
